row_index,career,split
40633,Cloud Security Engineer,train
40634,Electronics Engineer,train
40635,iOS/Android Cross Platform Developer,train
40636,Backend Developer,train
40637,.NET Developer,train
40638,Ruby Developer,test
40639,Security Engineer,train
40640,Computer Hardware Engineer,train
40641,IT Auditor,train
40642,ERP Developer,train
40643,AI Safety Engineer,train
40644,R Developer,train
40645,Penetration Tester,test
40646,Application Security Engineer,test
40647,Technical Project Manager,train
40648,Operations Research Analyst,train
40649,IT Manager,train
40650,Data Analyst,test
40651,Fintech Developer,train
40652,IT Support Specialist,train
40653,Salesforce Developer,train
40654,Computer and Information Research Scientist,train
40655,Site Reliability Engineer (SRE),test
40656,Machine Learning Engineer,train
40657,Android Developer,train
40658,Frontend Developer,train
40659,React Developer,train
40660,Android Developer,train
40661,Salesforce Developer,train
40662,MLOps Engineer,train
40663,Enterprise Architect,train
40664,Software Architect,train
40665,AI Engineer,train
40666,React Native Developer,train
40667,Fullstack Developer,train
40668,Penetration Tester,train
40669,Blockchain Developer,test
40670,Product Designer,train
40671,iOS/Android Cross Platform Developer,train
40672,Research Scientist (AI),test
40673,SEO Specialist,train
40674,Product Manager,train
40675,Technical Project Manager,test
40676,IT Manager,train
40677,Technical Writer,train
40678,Technical Writer,train
40679,Scala Developer,test
40680,PHP Developer,train
40681,Flutter Developer,train
40682,IT Manager,train
40683,Electrical Engineer,train
40684,Product Designer,train
40685,Cloud Data Engineer,train
40686,Swift Developer,train
40687,AWS Solutions Architect,train
40688,R Developer,train
40689,Embedded Systems Engineer,train
40690,Frontend Developer,train
40691,AR/VR Developer,test
40692,PHP Developer,test
40693,IT Manager,train
40694,Computer and Information Research Scientist,train
40695,Data Governance Analyst,train
40696,IT Support Specialist,test
40697,Electronics Engineer,train
40698,Full Stack Machine Learning Engineer,train
40699,AR/VR Developer,train
40700,DevOps Engineer,train
40701,Go Developer,train
40702,Network Engineer,train
40703,IoT Engineer,train
40704,SOC Analyst,train
40705,iOS Developer,train
40706,Site Reliability Engineer (SRE),train
40707,SEO Specialist,train
40708,Computer Hardware Engineer,train
40709,PHP Developer,test
40710,Software Architect,train
40711,Blockchain Developer,train
40712,Blockchain Developer,test
40713,Flutter Developer,train
40714,Security Engineer,train
40715,Application Security Engineer,train
40716,Ruby Developer,train
40717,Data Governance Analyst,train
40718,Computer Hardware Engineer,test
40719,CTO,test
40720,Helpdesk Technician,train
40721,AR/VR Developer,test
40722,Prompt Engineer,train
40723,Site Reliability Engineer (SRE),train
40724,Fintech Developer,train
40725,IT Manager,train
40726,Swift Developer,train
40727,Penetration Tester,train
40728,Solutions Engineer,train
40729,AWS Solutions Architect,train
40730,Network Engineer,train
40731,Robotics Engineer,train
40732,Low Code Developer,train
40733,Business Analyst,train
40734,Product Manager,test
40735,React Native Developer,test
40736,Java Developer,train
40737,AI Engineer,test
40738,Prompt Engineer,train
40739,Electrical Engineer,train
40740,Penetration Tester,train
40741,Penetration Tester,train
40742,UI/UX Designer,train
40743,ERP Developer,train
40744,Full Stack Machine Learning Engineer,train
40745,Blockchain Developer,train
40746,Technical Project Manager,train
40747,Database Administrator,train
40748,.NET Developer,train
40749,Firmware Engineer,train
40750,Business Intelligence Developer,train
40751,Cybersecurity Analyst,train
40752,Electronics Engineer,train
40753,Systems Administrator,test
40754,IT Support Specialist,train
40755,iOS Developer,train
40756,Cloud Engineer,train
40757,Application Security Engineer,train
40758,Ruby Developer,train
40759,Rust Developer,test
40760,Scrum Master,train
40761,Quantitative Analyst,train
40762,R Developer,test
40763,COBOL Developer,train
40764,Scala Developer,train
40765,Penetration Tester,test
40766,iOS/Android Cross Platform Developer,train
40767,GraphQL Developer,train
40768,DevSecOps Engineer,test
40769,Firmware Engineer,test
40770,Product Manager,train
40771,Quantitative Analyst,test
40772,Security Engineer,test
40773,SOC Analyst,test
40774,IT Auditor,train
40775,AI Engineer,train
40776,Business Analyst,train
40777,Digital Marketing Tech,train
40778,AR/VR Developer,train
40779,Database Administrator,train
40780,Flutter Developer,test
40781,Game Developer,train
40782,Product Designer,test
40783,Systems Administrator,train
40784,Automation Engineer,train
40785,Java Developer,train
40786,Electronics Engineer,train
40787,Cybersecurity Analyst,train
40788,Prompt Engineer,train
40789,Salesforce Developer,train
40790,Business Intelligence Developer,train
40791,Product Designer,test
40792,Business Intelligence Developer,train
40793,R Developer,train
40794,Penetration Tester,train
40795,Fullstack Developer,test
40796,Technical Writer,train
40797,SOC Analyst,train
40798,Game Developer,test
40799,Electronics Engineer,train
40800,SOC Analyst,train
40801,Cybersecurity Analyst,train
40802,Solutions Engineer,train
40803,Fintech Developer,train
40804,Application Security Engineer,train
40805,Electronics Engineer,test
40806,Data Scientist,train
40807,Go Developer,train
40808,Electrical Engineer,train
40809,Database Administrator,train
40810,Signal Processing Engineer,train
40811,COBOL Developer,train
40812,Database Administrator,test
40813,Site Reliability Engineer,train
40814,Digital Marketing Tech,train
40815,Game Developer,train
40816,Site Reliability Engineer,test
40817,COBOL Developer,train
40818,UI/UX Designer,train
40819,Computer and Information Research Scientist,test
40820,React Native Developer,train
40821,IoT Developer,train
40822,Swift Developer,test
40823,Electrical Engineer,train
40824,Fullstack Developer,train
40825,Computer and Information Research Scientist,train
40826,VLSI Engineer,test
40827,Machine Learning Engineer,train
40828,Database Administrator,train
40829,SOC Analyst,train
40830,Go Developer,train
40831,Application Security Engineer,train
40832,Operations Research Analyst,train
40833,Embedded Systems Engineer,test
40834,React Developer,train
40835,Frontend Developer,test
40836,ERP Developer,train
40837,Platform Engineer,train
40838,R Developer,test
40839,ERP Developer,train
40840,Computer and Information Research Scientist,test
40841,Cloud Engineer,train
40842,Rust Developer,train
40843,Kubernetes Engineer,train
40844,Swift Developer,train
40845,Network Engineer,train
40846,MLOps Engineer,train
40847,Data Engineer,train
40848,Quantitative Analyst,test
40849,Go Developer,train
40850,IoT Engineer,test
40851,Graphic Designer,train
40852,Machine Learning Engineer,train
40853,PHP Developer,test
40854,Solutions Engineer,train
40855,IoT Developer,test
40856,Software Architect,train
40857,Frontend Developer,train
40858,IT Manager,train
40859,Technical Writer,train
40860,NLP Engineer,train
40861,SOC Analyst,train
40862,Graphic Designer,train
40863,Operations Research Analyst,train
40864,Game Developer,train
40865,Product Designer,test
40866,DevOps Engineer,test
40867,Digital Marketing Tech,train
40868,Computer and Information Research Scientist,train
40869,iOS/Android Cross Platform Developer,train
40870,SEO Specialist,train
40871,IoT Developer,test
40872,IoT Engineer,train
40873,PHP Developer,train
40874,Enterprise Architect,train
40875,Java Developer,train
40876,Site Reliability Engineer,train
40877,DevSecOps Engineer,train
40878,SEO Specialist,train
40879,Frontend Developer,train
40880,Rust Developer,train
40881,AI Safety Engineer,train
40882,Scala Developer,train
40883,VLSI Engineer,train
40884,IT Support Specialist,train
40885,Quantitative Analyst,train
40886,Product Designer,test
40887,Low Code Developer,train
40888,Robotics Engineer,train
40889,Quantitative Analyst,train
40890,SOC Analyst,train
40891,Cloud Data Engineer,train
40892,Helpdesk Technician,train
40893,Business Analyst,train
40894,Go Developer,train
40895,Quantitative Analyst,train
40896,Java Developer,train
40897,Graphic Designer,train
40898,QA Engineer,train
40899,Full Stack Machine Learning Engineer,train
40900,R Developer,train
40901,Software Architect,test
40902,IoT Developer,train
40903,Product Manager,train
40904,Cloud Engineer,train
40905,Prompt Engineer,train
40906,iOS Developer,train
40907,Solutions Engineer,train
40908,Platform Engineer,train
40909,React Developer,train
40910,MLOps Engineer,train
40911,Signal Processing Engineer,test
40912,Product Designer,train
40913,Helpdesk Technician,train
40914,UI/UX Designer,train
40915,Machine Learning Engineer,test
40916,Fintech Developer,train
40917,Operations Research Analyst,test
40918,SEO Specialist,train
40919,Business Intelligence Developer,train
40920,Cloud Engineer,train
40921,Product Designer,train
40922,SEO Specialist,train
40923,Quantitative Analyst,train
40924,Blockchain Developer,test
40925,Low Code Developer,test
40926,IT Support Specialist,train
40927,Electrical Engineer,train
40928,AR/VR Developer,train
40929,Business Analyst,train
40930,DevSecOps Engineer,test
40931,Digital Marketing Tech,test
40932,Cloud Security Engineer,train
40933,Kubernetes Engineer,train
40934,Systems Administrator,train
40935,ERP Developer,test
40936,Backend Developer,train
40937,NLP Engineer,train
40938,Site Reliability Engineer,test
40939,Solutions Engineer,train
40940,Security Engineer,train
40941,Network Security Engineer,train
40942,Business Analyst,test
40943,Flutter Developer,train
40944,R Developer,train
40945,QA Engineer,train
40946,CTO,test
40947,Cloud Data Engineer,test
40948,Digital Marketing Tech,train
40949,Software Architect,train
40950,Salesforce Developer,test
40951,Fintech Developer,train
40952,Rust Developer,test
40953,IT Manager,train
40954,Java Developer,test
40955,Cloud Data Engineer,train
40956,Robotics Engineer,train
40957,Scala Developer,test
40958,Data Analyst,train
40959,Flutter Developer,train
40960,Machine Learning Engineer,train
40961,AI Safety Engineer,test
40962,Frontend Developer,train
40963,IT Manager,train
40964,MLOps Engineer,train
40965,Electrical Engineer,train
40966,Frontend Developer,train
40967,WordPress Developer,train
40968,Database Administrator,train
40969,AR/VR Developer,train
40970,IT Manager,train
40971,Backend Developer,train
40972,Cybersecurity Analyst,train
40973,Backend Developer,test
40974,Scala Developer,train
40975,IoT Engineer,train
40976,Cybersecurity Analyst,train
40977,DevOps Engineer,train
40978,DevOps Engineer,train
40979,Blockchain Developer,test
40980,QA Engineer,train
40981,NLP Engineer,train
40982,SEO Specialist,train
40983,Quantitative Analyst,train
40984,Database Administrator,train
40985,.NET Developer,train
40986,MLOps Engineer,train
40987,Network Engineer,train
40988,Electronics Engineer,train
40989,SEO Specialist,train
40990,IT Manager,train
40991,Cloud Engineer,train
40992,Site Reliability Engineer (SRE),train
40993,Electronics Engineer,train
40994,Cloud Data Engineer,test
40995,Enterprise Architect,test
40996,Research Scientist (AI),train
40997,Full Stack Machine Learning Engineer,train
40998,Operations Research Analyst,train
40999,MLOps Engineer,train
41000,CTO,train
41001,.NET Developer,train
41002,Kubernetes Engineer,train
41003,Technical Project Manager,train
41004,Robotics Engineer,test
41005,Electronics Engineer,train
41006,DevOps Engineer,test
41007,SEO Specialist,train
41008,Android Developer,train
41009,Go Developer,train
41010,Solutions Engineer,train
41011,Product Manager,train
41012,Signal Processing Engineer,train
41013,AR/VR Developer,train
41014,Data Governance Analyst,train
41015,iOS Developer,train
41016,Kubernetes Engineer,train
41017,Fullstack Developer,train
41018,Digital Marketing Tech,train
41019,Computer Hardware Engineer,train
41020,Computer and Information Research Scientist,test
41021,Salesforce Developer,train
41022,Business Analyst,train
41023,Game Developer,train
41024,QA Engineer,train
41025,ERP Developer,test
41026,AWS Solutions Architect,train
41027,Firmware Engineer,train
41028,Prompt Engineer,test
41029,Cloud Data Engineer,test
41030,Computer Hardware Engineer,train
41031,MLOps Engineer,train
41032,CTO,train
41033,Robotics Engineer,train
41034,IT Auditor,test
41035,Solutions Engineer,train
41036,Product Designer,train
41037,Scala Developer,train
41038,AR/VR Developer,test
41039,Penetration Tester,train
41040,Low Code Developer,train
41041,Helpdesk Technician,train
41042,R Developer,test
41043,Machine Learning Engineer,train
41044,Technical Project Manager,test
41045,MLOps Engineer,train
41046,AR/VR Developer,test
41047,Firmware Engineer,test
41048,DevSecOps Engineer,test
41049,Swift Developer,train
41050,Scrum Master,train
41051,Android Developer,train
41052,IT Manager,train
41053,Java Developer,train
41054,SOC Analyst,train
41055,Ruby Developer,train
41056,Computer and Information Research Scientist,test
41057,Operations Research Analyst,train
41058,UI/UX Designer,train
41059,Low Code Developer,train
41060,Application Security Engineer,test
