Profile_ID,Career,Skills,Education,Experience,Job_Description
Funeral Home Managers_17,Funeral Home Managers,"Email software, Financial reporting software, Microsoft Word, iCIMS Talent Cloud software, funeralOne Life Tributes, Microsoft Outlook, Microsoft Excel, FPA Software MACCS, HMIS Advantage, Twin Tiers Technologies CIMS, CSR Consultants Cemetery Management SC, Twin Tiers Technologies MIMS, Microsoft PowerPoint, Microsoft Office software, Web browser software",8.22,7.3,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes."
Computer Numerically Controlled Tool Operators_9,Computer Numerically Controlled Tool Operators,"ERP software, Cadem seeNC Mill, Cadem NCnet, BobCAD-CAM, Dassault Systemes SolidWorks, Dassault Systemes CATIA, 1CadCam Unigraphics, Eko, ExtraTech Machine Tools Suite, Autodesk AutoCAD, Direct motion computer numerically controlled CNC software, CNC Mastercam, DP Technology ESPRIT, CNC Consulting Machinists' Calculator, Cadem CAPSMill, Delcam PowerMILL, Cadem CAPSTurn, EZ-CAM",8.15,7.7,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment."
Biofuels Processing Technicians_20,Biofuels Processing Technicians,"R, Data visualization software, Inventory control software, Microsoft Word, Computerized maintenance management system CMMS, Python, Human machine interface HMI software, SAS",8.5,7.7,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections."
"Mining and Geological Engineers, Including Mining Safety Engineers_12","Mining and Geological Engineers, Including Mining Safety Engineers","Hellman & Schofield MP3, Microsoft PowerPoint, Carlson SurvCADD, Bentley MicroStation, Gemcom Surpac, GijimaAst Mining Solutions International Mine2-4D, Autodesk AutoCAD Civil 3D, Geographic information system GIS systems, Computer aided design and drafting CADD software, Microsoft Outlook, Business software applications, CyberArk, Gemcom Whittle, Microsoft Excel, GEO-SLOPE GeoStudio, Maptek Vulcan, Microsoft Office software, Gemcom PCBC, Autodesk AutoCAD",8.55,9.7,"Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs."
Electromechanical Equipment Assemblers_20,Electromechanical Equipment Assemblers,"Microsoft Excel, Autodesk AutoCAD, Microsoft Office software, SAP software, Microsoft Word, Blueprint display software",8.17,8.1,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances."
Printing Press Operators_9,Printing Press Operators,"Email software, Inventory tracking software, Job scheduling software, Adobe InDesign, Adobe LifeCycle Production Print ES3, Corel CorelDraw Graphics Suite, Image editing software, Enfocus PitStop Pro, Graphics software, Microsoft Office software, Electronics for Imaging EFI Monarch, Adobe Illustrator, Adobe PageMaker, Job tracking software, AABACH Graphic Systems DIGRA",8.36,6.8,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses."
Bioinformatics Technicians_12,Bioinformatics Technicians,"Apache Subversion SVN, Atlassian Bamboo, Cufflinks, IBM SPSS Statistics, Genome Analysis Toolkit GATK, Basic Local Alignment Search Tool BLAST, Esri ArcGIS, Bioconductor, Jenkins CI, Data visualization software, ClustalW, Avaya Identity Engines, Hypertext markup language HTML, GENSCAN, Burrows-Wheeler Aligner BWA",8.58,12.4,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information."
Printing Press Operators_19,Printing Press Operators,"AABACH Graphic Systems DIGRA, Adobe Acrobat, Adobe Illustrator, Adobe InDesign, Adobe LifeCycle Production Print ES3, Adobe PageMaker, Adobe Photoshop, Corel CorelDraw Graphics Suite, Electronics for Imaging EFI Monarch, Electronics for Imaging EFI Pace, Email software, Enfocus PitStop Pro, Graphics software, Image editing software, Inventory tracking software, Job scheduling software, Job tracking software, Microsoft Excel, Microsoft Office software, Microsoft Outlook",8.47,5.9,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses."
"Child, Family, and School Social Workers_18","Child, Family, and School Social Workers","Microsoft Access, Microsoft Word, Web browser software, EasyCBM, Microsoft Outlook, Microsoft PowerPoint, Student information systems SIS software",8.46,11.4,"Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers."
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers_8","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Payroll software, Microsoft PowerPoint, Microsoft Word, Microsoft Outlook",8.4,7.5,"Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs."
Locomotive Engineers_19,Locomotive Engineers,"Electronic train management systems ETMS, Route mapping software, Microsoft Word, Microsoft Excel, Time tracking software",8.35,8.4,"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations."
Emergency Management Directors_14,Emergency Management Directors,"SoftRisk Technologies SoftRisk SQL, McAfee, Alert Technologies OpsCenter, Microsoft Excel, National Center for Crisis and Continuity Coordination NC4 E Team, Microsoft Office software, Emergency Services Integrators ESi WebEOC, Microsoft PowerPoint, Relational database software, Geographic information system GIS software, Graphics software, Microsoft Word, MapInfo Professional, IBM Lotus Notes, Digital Engineering Corporation E-MAPS, Emergency Managers Weather Information Network EMWIN",8.27,7.3,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations."
Real Estate Sales Agents_7,Real Estate Sales Agents,"eGrabber ListGrabber, Corel WordPerfect Office Suite, Easypano Tourweaver, DocuSign eSignature, Front Desk, Commercial and industrial development project cost analysis software, Agent Business Builder, DeLorme Topo USA, FloodMaps, Email software, Financial calculators software, Facebook, Digital contract software, Document creation software, Adobe Acrobat, FaceTime, Argosy Legal Systems Power Closer, DataBasix Technologies Lead Commander",8.45,10.4,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer."
Fence Erectors_2,Fence Erectors,"Maxwell Systems American Contractor, Facebook, Software Design Associates Computer Fencing System CFS, Cutlist Plus fx",8.12,9.3,"Erect and repair fences and fence gates, using hand and power tools."
"Roof Bolters, Mining_4","Roof Bolters, Mining",Caterpillar Command,8.2,9.6,Operate machinery to install roof support bolts in underground mine.
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products_14","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Ardexus Mode, Adobe Dreamweaver, Apple Keynote, Ardexus TASC, Blackboard software, Autodesk AutoCAD, Adobe Illustrator, 3M Post-it App, Adobe Creative Cloud software, ACT! Premium, Apache Groovy, Cisco Webex, Airtable, Blink, Adobe Acrobat, Advantage Signature Marketing Group Web Master, Aptean Onyx CRM, Apple macOS",8.3,10.8,Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.
"Environmental Science and Protection Technicians, Including Health_16","Environmental Science and Protection Technicians, Including Health","Microsoft Office software, Microsoft Access, Database software, HEC-HMS, ESRI ArcView, Autodesk Softdesk, Microsoft Excel, ESRI ArcGIS software, Autodesk AutoCAD, ESRI software, Flood modeling software, Microsoft Outlook, Geomechanical design analysis GDA software",8.46,7.5,"Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing."
